"ResponseId","item","scale_name","value"
"R_2R4Hqcuoxj1lcUm","6","msg_rel_self","6.6"
"R_3Mm96GRiBVS4wlw","6","msg_rel_self","5.7"
"R_4P0hv2yZsiducBr","6","msg_rel_social","8.2"
"R_vif9GNKvLL4rqG5","6","msg_rel_social","8.8"
"R_2R4Hqcuoxj1lcUm","6","msg_rel_social","6.3"
"R_3Mm96GRiBVS4wlw","6","msg_rel_social","8.1"
"R_4P0hv2yZsiducBr","6","msg_share","0"
"R_vif9GNKvLL4rqG5","6","msg_share","0"
"R_2R4Hqcuoxj1lcUm","6","msg_share","0.3"
"R_3Mm96GRiBVS4wlw","6","msg_share","2.9"
"R_vif9GNKvLL4rqG5","7","msg_rel_self","0"
"R_2uQBHJ3lwuk2LaU","7","msg_rel_self","0"
"R_3dw4nj9kl66X49r","7","msg_rel_self","0"
"R_6ldUJP0NxvlTWoN","7","msg_rel_self","6.7"
"R_3g0LnJE8pmiieSt","7","msg_rel_self","7.2"
"R_22y4f9uzZ20tgUx","7","msg_rel_self","5"
"R_vif9GNKvLL4rqG5","7","msg_rel_social","3.6"
"R_2uQBHJ3lwuk2LaU","7","msg_rel_social","1.2"
"R_3dw4nj9kl66X49r","7","msg_rel_social","2.1"
"R_6ldUJP0NxvlTWoN","7","msg_rel_social","7.8"
"R_3g0LnJE8pmiieSt","7","msg_rel_social","7.5"
"R_22y4f9uzZ20tgUx","7","msg_rel_social","6.7"
"R_vif9GNKvLL4rqG5","7","msg_share","0"
"R_2uQBHJ3lwuk2LaU","7","msg_share","0"
"R_3dw4nj9kl66X49r","7","msg_share","0"
"R_6ldUJP0NxvlTWoN","7","msg_share","7.1"
"R_3g0LnJE8pmiieSt","7","msg_share","7.5"
"R_22y4f9uzZ20tgUx","7","msg_share","8.7"
"R_5drLHSeq3Cklu1j","8","msg_rel_self","1.7"
"R_ptRcC4k7rq7eFEd","8","msg_rel_self","1.8"
"R_5drLHSeq3Cklu1j","8","msg_rel_social","4.8"
"R_ptRcC4k7rq7eFEd","8","msg_rel_social","2.3"
"R_5drLHSeq3Cklu1j","8","msg_share","2.5"
"R_ptRcC4k7rq7eFEd","8","msg_share","1.1"
"R_e3EnJqr7BG8HmCJ","9","msg_rel_self","1.2"
"R_u9pCwS3EukTIE2R","9","msg_rel_self","6.1"
"R_e3EnJqr7BG8HmCJ","9","msg_rel_social","5.9"
"R_u9pCwS3EukTIE2R","9","msg_rel_social","5.9"
"R_e3EnJqr7BG8HmCJ","9","msg_share","0"
"R_u9pCwS3EukTIE2R","9","msg_share","0"
"R_e3EnJqr7BG8HmCJ","10","msg_rel_self","0"
"R_1lzP3YCkgKcoN75","10","msg_rel_self","0"
"R_e3EnJqr7BG8HmCJ","10","msg_rel_social","0"
"R_1lzP3YCkgKcoN75","10","msg_rel_social","0.5"
"R_e3EnJqr7BG8HmCJ","10","msg_share","0"
"R_1lzP3YCkgKcoN75","10","msg_share","0"
"R_1IkNyQpcEIAXqxj","11","msg_rel_self","0.9"
"R_6ldUJP0NxvlTWoN","11","msg_rel_self","5"
"R_1IkNyQpcEIAXqxj","11","msg_rel_social","4.1"
"R_6ldUJP0NxvlTWoN","11","msg_rel_social","6.4"
"R_1IkNyQpcEIAXqxj","11","msg_share","0"
"R_6ldUJP0NxvlTWoN","11","msg_share","6.6"
"R_2f0pGoCf2AiLN7B","12","msg_rel_self","0.3"
"R_30qPGw6tWsJdEI7","12","msg_rel_self","0"
"R_3Mm96GRiBVS4wlw","12","msg_rel_self","0"
"R_1MQ9zMtUQl6XeaL","12","msg_rel_self","6.9"
"R_2wjbcllviPLOPGK","12","msg_rel_self","0"
"R_2f0pGoCf2AiLN7B","12","msg_rel_social","2.5"
"R_30qPGw6tWsJdEI7","12","msg_rel_social","0"
"R_3Mm96GRiBVS4wlw","12","msg_rel_social","0.2"
"R_1MQ9zMtUQl6XeaL","12","msg_rel_social","2.5"
"R_2wjbcllviPLOPGK","12","msg_rel_social","4.9"
"R_2f0pGoCf2AiLN7B","12","msg_share","0"
"R_30qPGw6tWsJdEI7","12","msg_share","0"
"R_3Mm96GRiBVS4wlw","12","msg_share","0"
"R_1MQ9zMtUQl6XeaL","12","msg_share","0"
"R_2wjbcllviPLOPGK","12","msg_share","0"
"R_e3EnJqr7BG8HmCJ","13","msg_rel_self","1.6"
"R_2f0pGoCf2AiLN7B","13","msg_rel_self","1.1"
"R_vif9GNKvLL4rqG5","13","msg_rel_self","0"
"R_e3EnJqr7BG8HmCJ","13","msg_rel_social","4.6"
"R_2f0pGoCf2AiLN7B","13","msg_rel_social","4.7"
"R_vif9GNKvLL4rqG5","13","msg_rel_social","10"
"R_e3EnJqr7BG8HmCJ","13","msg_share","0"
"R_2f0pGoCf2AiLN7B","13","msg_share","2.2"
"R_vif9GNKvLL4rqG5","13","msg_share","0"
"R_3dw4nj9kl66X49r","14","msg_rel_self","0"
"R_BXpLHr47yRhAgs9","14","msg_rel_self","9.4"
"R_2xFrj0K4tUP8LJH","14","msg_rel_self","7.2"
"R_3dw4nj9kl66X49r","14","msg_rel_social","2.6"
"R_BXpLHr47yRhAgs9","14","msg_rel_social","9.4"
"R_2xFrj0K4tUP8LJH","14","msg_rel_social","7.8"
"R_3dw4nj9kl66X49r","14","msg_share","0"
"R_BXpLHr47yRhAgs9","14","msg_share","9.4"
"R_2xFrj0K4tUP8LJH","14","msg_share","8.5"
"R_3iOs9vyySUhV6eA","15","msg_rel_self","2.2"
"R_vif9GNKvLL4rqG5","15","msg_rel_self","8.8"
"R_2fxI6LV7kY69PoE","15","msg_rel_self","1.6"
"R_2R4Hqcuoxj1lcUm","15","msg_rel_self","1.5"
"R_u9pCwS3EukTIE2R","15","msg_rel_self","0"
"R_ptRcC4k7rq7eFEd","15","msg_rel_self","1.8"
"R_3iOs9vyySUhV6eA","15","msg_rel_social","3.8"
"R_vif9GNKvLL4rqG5","15","msg_rel_social","5.7"
"R_2fxI6LV7kY69PoE","15","msg_rel_social","5.2"
"R_2R4Hqcuoxj1lcUm","15","msg_rel_social","6.9"
"R_u9pCwS3EukTIE2R","15","msg_rel_social","4.4"
"R_ptRcC4k7rq7eFEd","15","msg_rel_social","5"
"R_3iOs9vyySUhV6eA","15","msg_share","1.3"
"R_vif9GNKvLL4rqG5","15","msg_share","4"
"R_2fxI6LV7kY69PoE","15","msg_share","2.3"
"R_2R4Hqcuoxj1lcUm","15","msg_share","2.4"
"R_u9pCwS3EukTIE2R","15","msg_share","0"
"R_ptRcC4k7rq7eFEd","15","msg_share","1.7"
"R_vif9GNKvLL4rqG5","16","msg_rel_self","0"
"R_11aXtkeWdhold36","16","msg_rel_self","0.9"
"R_1MQ9zMtUQl6XeaL","16","msg_rel_self","0"
"R_3HAnseb3CpXeuHb","16","msg_rel_self","0"
"R_3g0LnJE8pmiieSt","16","msg_rel_self","1.3"
"R_vif9GNKvLL4rqG5","16","msg_rel_social","6.1"
"R_11aXtkeWdhold36","16","msg_rel_social","5.5"
"R_1MQ9zMtUQl6XeaL","16","msg_rel_social","6.1"
"R_3HAnseb3CpXeuHb","16","msg_rel_social","10"
"R_3g0LnJE8pmiieSt","16","msg_rel_social","6.5"
"R_vif9GNKvLL4rqG5","16","msg_share","0"
"R_11aXtkeWdhold36","16","msg_share","3.9"
"R_1MQ9zMtUQl6XeaL","16","msg_share","0"
"R_3HAnseb3CpXeuHb","16","msg_share","8.1"
"R_3g0LnJE8pmiieSt","16","msg_share","0.8"
"R_2f0pGoCf2AiLN7B","17","msg_rel_self","0.5"
"R_3Mm96GRiBVS4wlw","17","msg_rel_self","4"
"R_2EtWB6u5BErpFQp","17","msg_rel_self","3.9"
"R_22y4f9uzZ20tgUx","17","msg_rel_self","0.8"
"R_2f0pGoCf2AiLN7B","17","msg_rel_social","1.9"
"R_3Mm96GRiBVS4wlw","17","msg_rel_social","0.7"
"R_2EtWB6u5BErpFQp","17","msg_rel_social","4.9"
"R_22y4f9uzZ20tgUx","17","msg_rel_social","3.2"
"R_2f0pGoCf2AiLN7B","17","msg_share","0"
"R_3Mm96GRiBVS4wlw","17","msg_share","0"
"R_2EtWB6u5BErpFQp","17","msg_share","0"
"R_22y4f9uzZ20tgUx","17","msg_share","0.6"
"R_1giQU8GxhPD090O","18","msg_rel_self","1.4"
"R_3HAnseb3CpXeuHb","18","msg_rel_self","0"
"R_1giQU8GxhPD090O","18","msg_rel_social","2.7"
"R_3HAnseb3CpXeuHb","18","msg_rel_social","5.1"
"R_1giQU8GxhPD090O","18","msg_share","0"
"R_3HAnseb3CpXeuHb","18","msg_share","0"
"R_2WOO3Cy0WzELc48","19","msg_rel_self","8.4"
"R_2R4Hqcuoxj1lcUm","19","msg_rel_self","6.5"
"R_3pqZjBpz2C41KHg","19","msg_rel_self","6.1"
"R_2b1YaXGwhANoapa","19","msg_rel_self","1.2"
"R_22y4f9uzZ20tgUx","19","msg_rel_self","9.6"
"R_2WOO3Cy0WzELc48","19","msg_rel_social","8.3"
"R_2R4Hqcuoxj1lcUm","19","msg_rel_social","7.8"
"R_3pqZjBpz2C41KHg","19","msg_rel_social","7.9"
"R_2b1YaXGwhANoapa","19","msg_rel_social","3.3"
"R_22y4f9uzZ20tgUx","19","msg_rel_social","9.3"
"R_2WOO3Cy0WzELc48","19","msg_share","0"
"R_2R4Hqcuoxj1lcUm","19","msg_share","4.3"
"R_3pqZjBpz2C41KHg","19","msg_share","6"
"R_2b1YaXGwhANoapa","19","msg_share","3.1"
"R_22y4f9uzZ20tgUx","19","msg_share","8.9"
"R_3iOs9vyySUhV6eA","20","msg_rel_self","3.4"
"R_2fxI6LV7kY69PoE","20","msg_rel_self","5.2"
"R_3pqZjBpz2C41KHg","20","msg_rel_self","6.3"
"R_2EtWB6u5BErpFQp","20","msg_rel_self","4"
"R_3iOs9vyySUhV6eA","20","msg_rel_social","5.2"
"R_2fxI6LV7kY69PoE","20","msg_rel_social","7.1"
"R_3pqZjBpz2C41KHg","20","msg_rel_social","8.5"
"R_2EtWB6u5BErpFQp","20","msg_rel_social","5.1"
"R_3iOs9vyySUhV6eA","20","msg_share","6.3"
"R_2fxI6LV7kY69PoE","20","msg_share","7.4"
"R_3pqZjBpz2C41KHg","20","msg_share","6.4"
"R_2EtWB6u5BErpFQp","20","msg_share","0"
"R_3iOs9vyySUhV6eA","21","msg_rel_self","0"
"R_1TwJi8euFt64rgR","21","msg_rel_self","2.3"
"R_5drLHSeq3Cklu1j","21","msg_rel_self","0.7"
"R_2R4Hqcuoxj1lcUm","21","msg_rel_self","2.6"
"R_ptRcC4k7rq7eFEd","21","msg_rel_self","2.5"
"R_3iOs9vyySUhV6eA","21","msg_rel_social","1.8"
"R_1TwJi8euFt64rgR","21","msg_rel_social","1.5"
"R_5drLHSeq3Cklu1j","21","msg_rel_social","0.8"
"R_2R4Hqcuoxj1lcUm","21","msg_rel_social","3.7"
"R_ptRcC4k7rq7eFEd","21","msg_rel_social","2.9"
"R_3iOs9vyySUhV6eA","21","msg_share","0"
"R_1TwJi8euFt64rgR","21","msg_share","4.5"
"R_5drLHSeq3Cklu1j","21","msg_share","0.5"
"R_2R4Hqcuoxj1lcUm","21","msg_share","4.6"
"R_ptRcC4k7rq7eFEd","21","msg_share","3.1"
"R_e3EnJqr7BG8HmCJ","22","msg_rel_self","0.3"
"R_1P1uOCKQDVjx0Sp","22","msg_rel_self","9.9"
"R_3Mm96GRiBVS4wlw","22","msg_rel_self","5.9"
"R_2xFrj0K4tUP8LJH","22","msg_rel_self","2.4"
"R_e3EnJqr7BG8HmCJ","22","msg_rel_social","1.5"
"R_1P1uOCKQDVjx0Sp","22","msg_rel_social","2.6"
"R_3Mm96GRiBVS4wlw","22","msg_rel_social","4.6"
"R_2xFrj0K4tUP8LJH","22","msg_rel_social","4"
"R_e3EnJqr7BG8HmCJ","22","msg_share","0"
"R_1P1uOCKQDVjx0Sp","22","msg_share","5"
"R_3Mm96GRiBVS4wlw","22","msg_share","0.6"
"R_2xFrj0K4tUP8LJH","22","msg_share","4.6"
"R_e3EnJqr7BG8HmCJ","23","msg_rel_self","5.3"
"R_1MQ9zMtUQl6XeaL","23","msg_rel_self","4.3"
"R_3pqZjBpz2C41KHg","23","msg_rel_self","9.7"
"R_3dw4nj9kl66X49r","23","msg_rel_self","5.7"
"R_e3EnJqr7BG8HmCJ","23","msg_rel_social","6.6"
"R_1MQ9zMtUQl6XeaL","23","msg_rel_social","7.5"
"R_3pqZjBpz2C41KHg","23","msg_rel_social","9.3"
"R_3dw4nj9kl66X49r","23","msg_rel_social","7.3"
"R_e3EnJqr7BG8HmCJ","23","msg_share","0"
"R_1MQ9zMtUQl6XeaL","23","msg_share","0.8"
"R_3pqZjBpz2C41KHg","23","msg_share","9"
"R_3dw4nj9kl66X49r","23","msg_share","3.4"
"R_12QDFjKTL2B6vyR","24","msg_rel_self","0.4"
"R_2WOO3Cy0WzELc48","24","msg_rel_self","4.9"
"R_1MQ9zMtUQl6XeaL","24","msg_rel_self","2.8"
"R_22y4f9uzZ20tgUx","24","msg_rel_self","7.7"
"R_12QDFjKTL2B6vyR","24","msg_rel_social","8.1"
"R_2WOO3Cy0WzELc48","24","msg_rel_social","4.9"
"R_1MQ9zMtUQl6XeaL","24","msg_rel_social","6"
"R_22y4f9uzZ20tgUx","24","msg_rel_social","8.6"
"R_12QDFjKTL2B6vyR","24","msg_share","5.5"
"R_2WOO3Cy0WzELc48","24","msg_share","1"
"R_1MQ9zMtUQl6XeaL","24","msg_share","0"
"R_22y4f9uzZ20tgUx","24","msg_share","9.1"
"R_12QDFjKTL2B6vyR","25","msg_rel_self","5.3"
"R_3iOs9vyySUhV6eA","25","msg_rel_self","3.7"
"R_5drLHSeq3Cklu1j","25","msg_rel_self","3.4"
"R_1giQU8GxhPD090O","25","msg_rel_self","7.2"
"R_3pqZjBpz2C41KHg","25","msg_rel_self","9.4"
"R_3dw4nj9kl66X49r","25","msg_rel_self","5"
"R_3g0LnJE8pmiieSt","25","msg_rel_self","4.1"
"R_3rZm4LQ30JhOEuZ","25","msg_rel_self","0"
"R_12QDFjKTL2B6vyR","25","msg_rel_social","7"
"R_3iOs9vyySUhV6eA","25","msg_rel_social","5"
"R_5drLHSeq3Cklu1j","25","msg_rel_social","4.3"
"R_1giQU8GxhPD090O","25","msg_rel_social","7.3"
"R_3pqZjBpz2C41KHg","25","msg_rel_social","9.6"
"R_3dw4nj9kl66X49r","25","msg_rel_social","5.1"
"R_3g0LnJE8pmiieSt","25","msg_rel_social","8.4"
"R_3rZm4LQ30JhOEuZ","25","msg_rel_social","5"
"R_12QDFjKTL2B6vyR","25","msg_share","4.5"
"R_3iOs9vyySUhV6eA","25","msg_share","2.3"
"R_5drLHSeq3Cklu1j","25","msg_share","0.4"
"R_1giQU8GxhPD090O","25","msg_share","7.3"
"R_3pqZjBpz2C41KHg","25","msg_share","8.1"
"R_3dw4nj9kl66X49r","25","msg_share","4.7"
"R_3g0LnJE8pmiieSt","25","msg_share","2.5"
"R_3rZm4LQ30JhOEuZ","25","msg_share","0.9"
"R_2b1YaXGwhANoapa","26","msg_rel_self","10"
"R_2b1YaXGwhANoapa","26","msg_rel_social","9.9"
"R_2b1YaXGwhANoapa","26","msg_share","10"
"R_2uQBHJ3lwuk2LaU","27","msg_rel_self","10"
"R_1giQU8GxhPD090O","27","msg_rel_self","4.9"
"R_1IkNyQpcEIAXqxj","27","msg_rel_self","1.9"
"R_3HAnseb3CpXeuHb","27","msg_rel_self","0"
"R_3Hh5jHoTdwDBOWp","27","msg_rel_self","0"
"R_2uQBHJ3lwuk2LaU","27","msg_rel_social","10"
"R_1giQU8GxhPD090O","27","msg_rel_social","8.4"
"R_1IkNyQpcEIAXqxj","27","msg_rel_social","6.9"
"R_3HAnseb3CpXeuHb","27","msg_rel_social","10"
"R_3Hh5jHoTdwDBOWp","27","msg_rel_social","6.7"
"R_2uQBHJ3lwuk2LaU","27","msg_share","10"
"R_1giQU8GxhPD090O","27","msg_share","4.8"
"R_1IkNyQpcEIAXqxj","27","msg_share","5.1"
"R_3HAnseb3CpXeuHb","27","msg_share","4.8"
"R_3Hh5jHoTdwDBOWp","27","msg_share","0.6"
"R_1IkNyQpcEIAXqxj","28","msg_rel_self","2.2"
"R_2EtWB6u5BErpFQp","28","msg_rel_self","0"
"R_22y4f9uzZ20tgUx","28","msg_rel_self","1.8"
"R_1IkNyQpcEIAXqxj","28","msg_rel_social","8.8"
"R_2EtWB6u5BErpFQp","28","msg_rel_social","5.1"
"R_22y4f9uzZ20tgUx","28","msg_rel_social","8.4"
"R_1IkNyQpcEIAXqxj","28","msg_share","2.5"
"R_2EtWB6u5BErpFQp","28","msg_share","0"
"R_22y4f9uzZ20tgUx","28","msg_share","1.8"
"R_11aXtkeWdhold36","29","msg_rel_self","0.5"
"R_1lzP3YCkgKcoN75","29","msg_rel_self","0"
"R_u9pCwS3EukTIE2R","29","msg_rel_self","4.6"
"R_2wjbcllviPLOPGK","29","msg_rel_self","0"
"R_1IkNyQpcEIAXqxj","29","msg_rel_self","2.8"
"R_22y4f9uzZ20tgUx","29","msg_rel_self","8.1"
"R_11aXtkeWdhold36","29","msg_rel_social","6.4"
"R_1lzP3YCkgKcoN75","29","msg_rel_social","5.1"
"R_u9pCwS3EukTIE2R","29","msg_rel_social","4.4"
"R_2wjbcllviPLOPGK","29","msg_rel_social","4.1"
"R_1IkNyQpcEIAXqxj","29","msg_rel_social","6.8"
"R_22y4f9uzZ20tgUx","29","msg_rel_social","8.6"
"R_11aXtkeWdhold36","29","msg_share","0.1"
"R_1lzP3YCkgKcoN75","29","msg_share","0"
"R_u9pCwS3EukTIE2R","29","msg_share","0"
"R_2wjbcllviPLOPGK","29","msg_share","0"
"R_1IkNyQpcEIAXqxj","29","msg_share","5"
"R_22y4f9uzZ20tgUx","29","msg_share","9.2"
"R_e3EnJqr7BG8HmCJ","30","msg_rel_self","2.1"
"R_2f0pGoCf2AiLN7B","30","msg_rel_self","3.9"
"R_5drLHSeq3Cklu1j","30","msg_rel_self","1.8"
"R_2R4Hqcuoxj1lcUm","30","msg_rel_self","2.4"
"R_3dw4nj9kl66X49r","30","msg_rel_self","10"
"R_BXpLHr47yRhAgs9","30","msg_rel_self","5.4"
"R_2EtWB6u5BErpFQp","30","msg_rel_self","5.1"
"R_e3EnJqr7BG8HmCJ","30","msg_rel_social","5.9"
"R_2f0pGoCf2AiLN7B","30","msg_rel_social","4.4"
"R_5drLHSeq3Cklu1j","30","msg_rel_social","3.1"
"R_2R4Hqcuoxj1lcUm","30","msg_rel_social","10"
"R_3dw4nj9kl66X49r","30","msg_rel_social","10"
"R_BXpLHr47yRhAgs9","30","msg_rel_social","5.5"
"R_2EtWB6u5BErpFQp","30","msg_rel_social","5.7"
"R_e3EnJqr7BG8HmCJ","30","msg_share","0"
"R_2f0pGoCf2AiLN7B","30","msg_share","0"
"R_5drLHSeq3Cklu1j","30","msg_share","0"
"R_2R4Hqcuoxj1lcUm","30","msg_share","3.5"
"R_3dw4nj9kl66X49r","30","msg_share","7"
"R_BXpLHr47yRhAgs9","30","msg_share","9.3"
"R_2EtWB6u5BErpFQp","30","msg_share","0"
"R_vif9GNKvLL4rqG5","31","msg_rel_self","8.2"
"R_1giQU8GxhPD090O","31","msg_rel_self","8.3"
"R_3Mm96GRiBVS4wlw","31","msg_rel_self","0.2"
"R_vif9GNKvLL4rqG5","31","msg_rel_social","8.5"
"R_1giQU8GxhPD090O","31","msg_rel_social","8.4"
"R_3Mm96GRiBVS4wlw","31","msg_rel_social","7.4"
"R_vif9GNKvLL4rqG5","31","msg_share","0"
"R_1giQU8GxhPD090O","31","msg_share","8.8"
"R_3Mm96GRiBVS4wlw","31","msg_share","0.5"
"R_2fxI6LV7kY69PoE","32","msg_rel_self","0"
"R_6ldUJP0NxvlTWoN","32","msg_rel_self","4.7"
"R_2fxI6LV7kY69PoE","32","msg_rel_social","3.5"
"R_6ldUJP0NxvlTWoN","32","msg_rel_social","7"
"R_2fxI6LV7kY69PoE","32","msg_share","6"
"R_6ldUJP0NxvlTWoN","32","msg_share","7.4"
"R_1P1uOCKQDVjx0Sp","33","msg_rel_self","5.5"
"R_30qPGw6tWsJdEI7","33","msg_rel_self","3.7"
"R_2wjbcllviPLOPGK","33","msg_rel_self","0"
"R_3dw4nj9kl66X49r","33","msg_rel_self","10"
"R_3g0LnJE8pmiieSt","33","msg_rel_self","0"
"R_1P1uOCKQDVjx0Sp","33","msg_rel_social","5.4"
"R_30qPGw6tWsJdEI7","33","msg_rel_social","3.5"
"R_2wjbcllviPLOPGK","33","msg_rel_social","7"
"R_3dw4nj9kl66X49r","33","msg_rel_social","6.5"
"R_3g0LnJE8pmiieSt","33","msg_rel_social","9.1"
"R_1P1uOCKQDVjx0Sp","33","msg_share","0"
"R_30qPGw6tWsJdEI7","33","msg_share","0"
"R_2wjbcllviPLOPGK","33","msg_share","1"
"R_3dw4nj9kl66X49r","33","msg_share","6.2"
"R_3g0LnJE8pmiieSt","33","msg_share","2.4"
"R_2f0pGoCf2AiLN7B","34","msg_rel_self","2.3"
"R_1MQ9zMtUQl6XeaL","34","msg_rel_self","0"
"R_2b1YaXGwhANoapa","34","msg_rel_self","0"
"R_3dw4nj9kl66X49r","34","msg_rel_self","10"
"R_6ldUJP0NxvlTWoN","34","msg_rel_self","5.3"
"R_2xFrj0K4tUP8LJH","34","msg_rel_self","1.5"
"R_22y4f9uzZ20tgUx","34","msg_rel_self","1.5"
"R_2f0pGoCf2AiLN7B","34","msg_rel_social","2"
"R_1MQ9zMtUQl6XeaL","34","msg_rel_social","2.1"
"R_2b1YaXGwhANoapa","34","msg_rel_social","1.6"
"R_3dw4nj9kl66X49r","34","msg_rel_social","10"
"R_6ldUJP0NxvlTWoN","34","msg_rel_social","6.4"
"R_2xFrj0K4tUP8LJH","34","msg_rel_social","4.2"
"R_22y4f9uzZ20tgUx","34","msg_rel_social","1.1"
"R_2f0pGoCf2AiLN7B","34","msg_share","0"
"R_1MQ9zMtUQl6XeaL","34","msg_share","2.3"
"R_2b1YaXGwhANoapa","34","msg_share","0.2"
"R_3dw4nj9kl66X49r","34","msg_share","1.9"
"R_6ldUJP0NxvlTWoN","34","msg_share","6.2"
"R_2xFrj0K4tUP8LJH","34","msg_share","0"
"R_22y4f9uzZ20tgUx","34","msg_share","2"
"R_2b1YaXGwhANoapa","35","msg_rel_self","10"
"R_3HAnseb3CpXeuHb","35","msg_rel_self","0"
"R_BXpLHr47yRhAgs9","35","msg_rel_self","9.3"
"R_2EtWB6u5BErpFQp","35","msg_rel_self","1.8"
"R_2b1YaXGwhANoapa","35","msg_rel_social","10"
"R_3HAnseb3CpXeuHb","35","msg_rel_social","10"
"R_BXpLHr47yRhAgs9","35","msg_rel_social","7.5"
"R_2EtWB6u5BErpFQp","35","msg_rel_social","3.5"
"R_2b1YaXGwhANoapa","35","msg_share","10"
"R_3HAnseb3CpXeuHb","35","msg_share","10"
"R_BXpLHr47yRhAgs9","35","msg_share","8.7"
"R_2EtWB6u5BErpFQp","35","msg_share","0"
"R_4P0hv2yZsiducBr","36","msg_rel_self","3.3"
"R_eD18AZxSDH18v73","36","msg_rel_self","0.9"
"R_1giQU8GxhPD090O","36","msg_rel_self","8.4"
"R_BXpLHr47yRhAgs9","36","msg_rel_self","6.9"
"R_3Hh5jHoTdwDBOWp","36","msg_rel_self","1.5"
"R_2xFrj0K4tUP8LJH","36","msg_rel_self","2.3"
"R_4P0hv2yZsiducBr","36","msg_rel_social","7.4"
"R_eD18AZxSDH18v73","36","msg_rel_social","6.9"
"R_1giQU8GxhPD090O","36","msg_rel_social","8.4"
"R_BXpLHr47yRhAgs9","36","msg_rel_social","7.1"
"R_3Hh5jHoTdwDBOWp","36","msg_rel_social","2.6"
"R_2xFrj0K4tUP8LJH","36","msg_rel_social","5.7"
"R_4P0hv2yZsiducBr","36","msg_share","0"
"R_eD18AZxSDH18v73","36","msg_share","0.7"
"R_1giQU8GxhPD090O","36","msg_share","8.4"
"R_BXpLHr47yRhAgs9","36","msg_share","8.9"
"R_3Hh5jHoTdwDBOWp","36","msg_share","0.6"
"R_2xFrj0K4tUP8LJH","36","msg_share","1.3"
"R_eD18AZxSDH18v73","37","msg_rel_self","1.6"
"R_2uQBHJ3lwuk2LaU","37","msg_rel_self","10"
"R_5drLHSeq3Cklu1j","37","msg_rel_self","1.8"
